Source IP,Destination IP,Source Port,Destination Port,Protocol,Packet Size (Bytes),datetime,date,hour
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:18.330800056,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:47.472574949,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:54.910356998,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:47.404675007,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:21.956785917,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:42.214482069,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:18.355118036,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:33.123857975,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:40:52.790695906,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:09.115864992,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:48:57.178208113,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:45.553294897,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:40.923693895,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:36.656244040,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:30.185080051,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:54.741635084,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:44.208271980,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:53.755054951,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:37.071300983,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:40:42.248763084,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:29.317744970,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:15.127605914,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:27.495579958,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:56.278621912,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:23.306411028,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:31.374382973,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:56.890721083,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:38.108491898,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:40.485605955,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:23.183928013,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:50:13.106431007,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:10.899621964,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:44:40.611100912,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:41:40.869105101,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:55.483179092,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:24.200809002,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:44.762794018,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:45.986288071,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:47.895035982,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:41.246134043,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:42.686686039,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:00.076528072,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:58.910484076,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:45:33.762598038,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:47.557559013,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:09.305165052,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:04.405215025,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:30.213634014,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:52.627229929,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:10.877774954,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:00.834613085,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:20.734422922,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:22.388530970,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:51.233015060,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:05.471183062,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:37.071042061,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:49.767307997,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:10.166419029,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:21.012528896,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:40:31.519587040,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15202,TCP,54,2011-08-18 13:44:21.480782032,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:20.827146053,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:29.788245916,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:39.681772947,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:30.786297083,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:11.418884993,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:13.891877890,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:38.508608103,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:17.799695015,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:58.560656071,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:16.002480984,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:09.416754961,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:45:38.719374895,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:40.559434891,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:05.156208992,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:53.814038038,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:33.960624933,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:39.360238075,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:53.797214031,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:20.144902945,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:48.852756023,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:20.331219912,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:23.345820904,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:01.471021891,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:47:13.142642021,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:46.392632008,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:46:58.798743963,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:08.702769041,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:34.977545977,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:45:43.480899096,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:56.797976017,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:40:58.157574892,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:02.539366007,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:21.160300016,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:40:34.847978115,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:11.635018110,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:37.873847961,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:29.737088919,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:21.742178917,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:47:53.338731050,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:46:26.544502974,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:49.580231905,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:17.438805103,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:02.672980070,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:45.121645927,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:16.285094976,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:29.753118992,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:51.929313898,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:10.258759974,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:33.426084995,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:51:06.542197943,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:10.234008074,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:41:41.076200008,2011-08-18,13
24.70.55.162,147.32.84.59,-27789,-22449,UDP,42,2011-08-18 13:49:49.971762896,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:53:23.089426041,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:03.998100042,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:10.669256926,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:03.157381058,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:55.867362022,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:05.997023106,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:56.984442949,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:51:19.449233055,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:55.201555967,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:41.427073956,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:51.964021921,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:48.927397966,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:52.646830082,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:20.076513052,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:16.818764925,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:52:32.872469902,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:35.330996037,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:58.275789976,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:53:10.609622002,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:05.036370993,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:43.638092041,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:41.249418020,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:54.991945028,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:59.359883070,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:33.404721022,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:36.952275038,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:50:17.913778067,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:36.514317036,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:10.682215929,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:18.911990881,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:39.774620056,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:53:01.574218988,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:31.529536009,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:30.438370943,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:31.694650888,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:11.594279051,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:41:53.841764927,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:43:53.443842888,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:48:21.750176907,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:10.417090893,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:01.399614096,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:43:45.162233114,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:02.628024101,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:27.649622917,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:51:12.289593935,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:07.260674953,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:34.696657896,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:24.922130108,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:34.043776035,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:44.771959066,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:33.252055882,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:43.122034073,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:01.180565119,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:39.557786942,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:53:04.330743074,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:20.339438915,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:09.681380987,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:59.242362976,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:42.782130003,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:49.269993067,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:16.836405039,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:38.389094114,2011-08-18,13
142.68.64.212,147.32.84.59,12083,-22449,UDP,42,2011-08-18 13:43:04.242470026,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:11.026766062,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:51.240534067,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:47.838622093,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:49:59.082531929,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:41:23.964421034,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:51.291538954,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:13.505270004,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:34.212548018,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:41:23.346725941,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:30.805290937,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:42:45.745198965,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:52:49.898417950,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:43:31.488320112,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:47.322496891,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:24.033058881,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:15.765628099,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:16.670578957,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:39:47.549199104,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15202,TCP,54,2011-08-18 13:44:26.043973923,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:44:05.176405907,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:48:43.062484980,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:12.257515907,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:03.358964920,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:40.690500021,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:20.837286949,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:26.835169077,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:46:28.088188887,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:50:01.987019062,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:45:51.092482090,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:58.099653959,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:47:43.038548946,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:40:43.496002913,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:49:45.316092014,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:53:00.700169086,2011-08-18,13
8.20.213.40,147.32.84.59,80,-15128,TCP,54,2011-08-18 13:49:18.324075937,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:13.580491066,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:38.108639002,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:17.669648886,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:42:18.126849890,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:46:46.728619099,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:14.634258986,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:52:47.422187090,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:52:33.678004026,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:20.405057907,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:45:49.796678066,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:44:12.824142933,2011-08-18,13
96.63.245.54,147.32.84.59,-29866,19181,UDP,42,2011-08-18 13:49:21.049361944,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:57.044387102,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:47.420150042,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:50:41.765471935,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:52:20.566613913,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:44:01.050189972,2011-08-18,13
82.12.141.57,147.32.84.59,-32348,-22449,UDP,42,2011-08-18 13:51:06.967315912,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:37.552521944,2011-08-18,13
142.68.64.212,147.32.84.59,12083,-22449,UDP,42,2011-08-18 13:51:54.328243017,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:14.557080030,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:06.509581089,2011-08-18,13
74.63.47.82,147.32.84.59,80,-15486,TCP,54,2011-08-18 13:40:30.615304947,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:53:17.283476114,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:52:48.506436110,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:13.715617895,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:49:32.736269951,2011-08-18,13
213.89.44.168,147.32.84.59,12649,-22449,UDP,42,2011-08-18 13:51:42.490827084,2011-08-18,13
83.253.212.223,147.32.84.59,10662,-22449,UDP,42,2011-08-18 13:49:24.827089071,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:04.198412895,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:43:56.416042089,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:49:36.521765947,2011-08-18,13
128.178.78.132,147.32.84.59,-14356,19146,UDP,42,2011-08-18 13:42:19.604583025,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:28.479533911,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:48:08.904973030,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:46:24.046775103,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:44:46.865681887,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:47:51.754508972,2011-08-18,13
84.202.57.30,147.32.84.59,-5390,-22449,UDP,42,2011-08-18 13:50:11.384344101,2011-08-18,13
